,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf,param_import__remove,param_reduce_dim,param_vect__analyzer,param_vect__min_df,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,7.947792482376099,0.2364428997039795,0.974218089602705,0.9784445085209319,"LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0)",,"TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=42, tol=0.0)",word,3,"{'vect__min_df': 3, 'vect__analyzer': 'word', 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=42, tol=0.0), 'clf': LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0), 'import__remove': None}",2,0.9672650475184794,0.978335535006605,0.9746568109820486,0.978335535006605,0.9757127771911299,0.9767503302509908,0.9735729386892178,0.9799260433174855,0.9798941798941799,0.9788750990229733,0.12732766688821415,0.007711540408188177,0.004083869115829565,0.0010270680598516778
1,5.604999160766601,0.23344650268554687,0.9725274725274725,0.9778105661711883,"LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0)",,"TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=42, tol=0.0)",word,5,"{'vect__min_df': 5, 'vect__analyzer': 'word', 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=42, tol=0.0), 'clf': LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0), 'import__remove': None}",5,0.9683210137275607,0.9785997357992074,0.9725448785638859,0.9770145310435931,0.9757127771911299,0.9767503302509908,0.96723044397463,0.9783412572636028,0.9788359788359788,0.9783469764985476,0.07937104647400174,0.009916082947386759,0.004373635731122801,0.0007681054494659166
2,89.93040900230407,21.21855182647705,0.9748520710059172,0.9784973905275131,"LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0)",,"TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=42, tol=0.0)",<function stem_rmv_punc at 0x000001DD34916268>,3,"{'vect__min_df': 3, 'vect__analyzer': <function stem_rmv_punc at 0x000001DD34916268>, 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=42, tol=0.0), 'clf': LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0), 'import__remove': None}",1,0.9714889123548046,0.9791281373844122,0.9809926082365364,0.9762219286657859,0.9767687434002112,0.978335535006605,0.9682875264270613,0.9807184363444268,0.9767195767195768,0.9780829152363348,1.3053567120839387,1.1058313322247488,0.0044560413373019745,0.001463324965900496
3,88.78093886375427,21.235935497283936,0.9737954353338969,0.978127495483258,"LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0)",,"TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=42, tol=0.0)",<function stem_rmv_punc at 0x000001DD34916268>,5,"{'vect__min_df': 5, 'vect__analyzer': <function stem_rmv_punc at 0x000001DD34916268>, 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=42, tol=0.0), 'clf': LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0), 'import__remove': None}",3,0.9725448785638859,0.978335535006605,0.9778247096092925,0.9759577278731836,0.9778247096092925,0.9780713342140026,0.9640591966173362,0.9793977812995246,0.9767195767195768,0.9788750990229733,1.2022664039673974,1.1035190143417668,0.005241141186070797,0.001177018531780179
4,11.019164323806763,0.30666699409484866,0.9634404057480981,0.9602177516713667,"LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0)",,"NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
  n_components=50, random_state=42, shuffle=False, solver='cd', tol=0.0001,
  verbose=0)",word,3,"{'vect__min_df': 3, 'vect__analyzer': 'word', 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
  n_components=50, random_state=42, shuffle=False, solver='cd', tol=0.0001,
  verbose=0), 'clf': LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0), 'import__remove': None}",11,0.9609292502639916,0.9616908850726552,0.9598732840549102,0.9590488771466315,0.9651531151003168,0.9603698811096433,0.9534883720930233,0.9609086106708927,0.9777777777777777,0.9590705043570108,2.412776340515728,0.008313969488603074,0.008077559326456011,0.0010346975979560582
5,7.839155673980713,0.28266382217407227,0.9647083685545224,0.9628064729489945,"LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0)",,"NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
  n_components=50, random_state=42, shuffle=False, solver='cd', tol=0.0001,
  verbose=0)",word,5,"{'vect__min_df': 5, 'vect__analyzer': 'word', 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
  n_components=50, random_state=42, shuffle=False, solver='cd', tol=0.0001,
  verbose=0), 'clf': LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0), 'import__remove': None}",8,0.9662090813093981,0.9653896961690885,0.9630411826821542,0.9635402906208719,0.9630411826821542,0.9611624834874505,0.9619450317124736,0.9603803486529319,0.9693121693121693,0.963559545814629,2.187279613683475,0.010444489047402567,0.0027060132801421705,0.0018092777437950585
6,13.425836992263793,21.229556179046632,0.9647083685545224,0.9641801356552222,"LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0)",,"NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
  n_components=50, random_state=42, shuffle=False, solver='cd', tol=0.0001,
  verbose=0)",<function stem_rmv_punc at 0x000001DD34916268>,3,"{'vect__min_df': 3, 'vect__analyzer': <function stem_rmv_punc at 0x000001DD34916268>, 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
  n_components=50, random_state=42, shuffle=False, solver='cd', tol=0.0001,
  verbose=0), 'clf': LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0), 'import__remove': None}",8,0.9588173178458289,0.9682959048877147,0.9672650475184794,0.9622192866578599,0.9672650475184794,0.9638044914134742,0.9608879492600423,0.962229265715795,0.9693121693121693,0.9643517296012675,2.025558988689312,1.1116893504291636,0.004088056894309912,0.0022253508381748044
7,9.670569133758544,21.238367557525635,0.9611158072696534,0.9650786555480473,"LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0)",,"NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
  n_components=50, random_state=42, shuffle=False, solver='cd', tol=0.0001,
  verbose=0)",<function stem_rmv_punc at 0x000001DD34916268>,5,"{'vect__min_df': 5, 'vect__analyzer': <function stem_rmv_punc at 0x000001DD34916268>, 'reduce_dim': NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
  n_components=50, random_state=42, shuffle=False, solver='cd', tol=0.0001,
  verbose=0), 'clf': LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0), 'import__remove': None}",12,0.9567053854276664,0.9677675033025099,0.9619852164730729,0.9672391017173052,0.9630411826821542,0.9659180977542933,0.959830866807611,0.9624933967247755,0.964021164021164,0.961975178241352,1.3123691882225792,1.1358259371751869,0.0026080226365017916,0.002404879526755721
8,6.780365037918091,0.20006279945373534,0.9727387996618766,0.9759085855906185,"LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0)","['headers', 'footers']","TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=42, tol=0.0)",word,3,"{'vect__min_df': 3, 'vect__analyzer': 'word', 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=42, tol=0.0), 'clf': LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0), 'import__remove': ['headers', 'footers']}",4,0.9662090813093981,0.9780713342140026,0.9757127771911299,0.9735799207397622,0.9736008447729673,0.9743725231175694,0.9682875264270613,0.9770206022187005,0.9798941798941799,0.9764985476630579,0.044139569913731656,0.010798057343391013,0.004963611223903571,0.001675964542866049
9,4.652216291427612,0.19384160041809081,0.9718934911242604,0.9751161088085892,"LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0)","['headers', 'footers']","TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=42, tol=0.0)",word,5,"{'vect__min_df': 5, 'vect__analyzer': 'word', 'reduce_dim': TruncatedSVD(algorithm='randomized', n_components=50, n_iter=5,
       random_state=42, tol=0.0), 'clf': LinearSVC(C=10, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=100000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0), 'import__remove': ['headers', 'footers']}",6,0.9683210137275607,0.9772787318361955,0.9746568109820486,0.9738441215323645,0.9714889123548046,0.9727873183619551,0.9682875264270613,0.9756999471737982,0.9767195767195768,0.9759704251386322,0.09520605117016855,0.010152019295939905,0.0033713316342726717,0.0015993047591508504
